url,long_url,having_ip,having_at,having_dash,having_underbar,having_redirection,sub_domains,long_domain,similar_url,non_standard_port,is_https,is_trusted_cert,get_creation_date,get_expiration_date,isphishing
https://bolsadetrabajosgt.com/banrural-trabajos/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://docs.google.com/presentation/d/e/2PACX-1vSZiLnh7mp-72W4P_xdYOY2kKF-3yEVa3f3n9S6_GX5di9-0DN7lsNIAAXw4ZraytHwSrchWRtT8NYp/pub?start=false&amp;loop=false&amp;delayms=3000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
http://ww25.irs-gov.info/?subid1=20240522-0036-45ab-a284-79463f9a080b,0,0,0,1,0,0,0,0,0,0,1,-1,1,0,1
http://x1uyl.mj.am/lnk/AXIAAEKna1sAAAAAAAAAALPxL2oAAYCr7vMAAAAAAA4y8QBmRODuvbqOboPOTu6aQXI60PpfSAAC85Y/1/PqiQb5Y7wmTZkhFejaNlKA/aHR0cHM6Ly91cy5kb2NzLndwcy5jb20vdmlldy9sL3NJQTJwdy1PQUFzX2JrcklHP3Y9djI,1,0,0,0,0,0,0,0,0,0,1,0,-1,-1,1
https://docs.google.com/presentation/d/e/2PACX-1vRRE_LruAk9EiT4BMD23o0v3lgU91riYrv46ScPEeQsHtW_XQgGyfglV82DVBaH9zu5ABllkiknP-_3/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://onlinebp.webcindario.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://www.bing.com/ck/a?!&&p=ffd405cba02d349eJmltdHM9MTcxNTQ3MjAwMCZpZ3VpZD0xYzU1ZjFmMi04MTc1LTYxOTktMjk0ZC1lNTlmODBiNTYwNGQmaW5zaWQ9NTIwOQ&ptn=3&ver=2&hsh=3&fclid=1c55f1f2-8175-6199-294d-e59f80b5604d&u=a1aHR0cHM6Ly9zaGVkcGxhbnMuc3R1ZGlvLw&ntb=1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://www.irs.gov/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://docs.google.com/presentation/d/e/2PACX-1vSLjuwmL-1VqBV5Ra933L5u16Zkt_4Zx2_pQ_FacW-m46dcu3t2tSki7F0SFFeIeu9Gek9iMOl1QzSb/pub?start=false&amp;loop=false&amp;delayms=3000&amp;pli=1&amp;slide=id.p,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://docs.google.com/presentation/d/e/2PACX-1vQy7m_-E_AUPljSsWn5rR6pBfP6nvO9tZXkyE36q_Y_gj2DwO5YSpX5MQ2VcZQL_ZKwcJQdv8QiU-X2/pub?start=false&amp;loop=false&amp;delayms=3000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://traciptss1.wixsite.com/my-site,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1
https://docs.google.com/presentation/d/e/2PACX-1vRoOe3Gk6Y3gNNT7ibFWdbWI2uPgm1xekFWjd098mDk_f9uHm5NJWG_7zNX0PtyLg_zZewM5AuOXGpF/pub?start=false&loop=false&delayms=3000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://docs.google.com/presentation/d/e/2PACX-1vSLjuwmL-1VqBV5Ra933L5u16Zkt_4Zx2_pQ_FacW-m46dcu3t2tSki7F0SFFeIeu9Gek9iMOl1QzSb/pub?start=false&loop=false&delayms=3000&pli=1&slide=id.p,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://att-103630-100251.weeblysite.com/,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
https://update-iuytrty.weeblysite.com/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
https://docs.google.com/presentation/d/e/2PACX-1vRoOe3Gk6Y3gNNT7ibFWdbWI2uPgm1xekFWjd098mDk_f9uHm5NJWG_7zNX0PtyLg_zZewM5AuOXGpF/pub?start=false&amp;loop=false&amp;delayms=3000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://hedgiren.wixsite.com/my-site,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1
https://welagil482.wixstudio.io/my-site-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://docs.google.com/presentation/d/e/2PACX-1vRhhHu6MTaiCADu6-ofd7BEcRuA0CDIzcJju8QRU8mDxIXVR0GL_DTans6aQz3vLffO_pia5vJMshOm/pub?start=false&amp;loop=false&amp;delayms=3000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://supportinglite2.wixsite.com/scte,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1
https://bhgtyhgvb.wixsite.com/atto,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1
https://nononono123mmmm3.wixsite.com/my-site,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1
https://logsnhs.wixsite.com/my-site-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1
https://f5v7h8k9nl3f5wf01.wixsite.com/my-site,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1
https://idzorgm.hubside.fr/,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://newfaxdocument939r4345.webflow.io/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
https://carls-fantastic-site-674da4.webflow.io/,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
http://me2.do/Fx9Gnu8e?userid=kfbhdLUm,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
https://my-juno-account-9297d9.webflow.io/,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
https://ireolimitedplc.formstack.com/forms/jlie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://skymailsetupservice000.yolasite.com/,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,1
https://new-websites.webflow.io/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
https://ar-zimbra.webflow.io/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
https://federalwayschooldistictoffice365emailupdate.ukit.me/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
https://metasignin.weebly.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://l5uco5r66.urest.org/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://actualite-free.godaddysites.com/,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
https://eastlink-107741.weeblysite.com/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
https://miillersmtpp.weeblysite.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://wzi.nsm.mybluehost.me/cash/new/index/,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://0nline0utlookn.webflow.io/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://sb-sf-h-team-sktet9wd-swiconteamss146424.codeanyapp.com/CHFINAL/CHFINALE/,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1
https://artetfloritude.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://att-108223.weeblysite.com/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
https://attnet-105119.weeblysite.com/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
https://qst64457frf.yolasite.com/,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1
https://my-site-103454-101168.square.site/,0,0,0,1,0,0,0,1,0,0,0,0,0,-1,1
https://auth-appbtbusiness.webflow.io/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
https://checkingup.yolasite.com/,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1
https://btinternetbxv.weebly.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://attnet-104577.weeblysite.com/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
https://bt-voice-mail-e46847.webflow.io/,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
https://log-f32a70.webflow.io/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
https://ch-guillaumeregnier.weebly.com/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
https://cox-email-e5b1e3.webflow.io/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
https://outlooknewone.weebly.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://online-visionsfederalcreditunionseclogin.weebly.com/,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
https://hungary-zimbra.webflow.io/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
https://altetrading.webflow.io/contact,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://mustard-elk-k7tnwss-trendy-site.webflow.io/,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
https://facebooksitespl.weebly.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://attnet-100198-102318.weeblysite.com/,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
https://0948pt.weebly.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
http://me2.do/Fx9Gnu8e?userid=OFWmcWOp,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
https://docs.google.com/presentation/d/e/2PACX-1vRCX6M5mmoYZ7LlyDfMyZsftrOchW9tiYosVnec3LhddVAAJUPGNg03nxHZ3KezcxVm1ymb6xyy3PeY/pub?start=false&amp;loop=false&amp;delayms=3000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
http://me2.do/Fx9Gnu8e?userid=uyTAMtH2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
https://acuratlydltedfileeror.github.io/conterestedhigflow/jozgandoz-menthol/,1,0,0,0,0,0,0,1,0,0,0,0,-1,-1,1
https://docs.google.com/presentation/d/e/2PACX-1vS5HDabG99LuYoY1sfbvejuh9Sdh_rMgZQOshaX2Pm4pK4yXuVjHP_EEn6o21GRaLZjhbf6Ah2p4wiF/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://bafkreihtejm4zrt6naosjqeemhlru37zzotfaq5nhgjjm3bfzvcq3iewd4.ipfs.cf-ipfs.com/,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
https://ppsecure-privacy.github.io/login/,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,1
https://submit-page-review-form.vercel.app/,0,0,0,1,0,0,0,1,0,0,0,0,-1,-1,1
http://me2.do/Fx9Gnu8e?userid=yH9PzGnd,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
http://me2.do/Fx9Gnu8e?userid=ANr99scm,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
https://10ee38e.wcomhost.com/spass/spass/payment.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://metamaeieklogin.webflow.io/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://voicemailingattlistendownloadmessage843.ubpages.com/c2a3374e-1225-11ef-ac9f-268d5436c7b2/,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
http://web-whatsapp-e.com/,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
http://web-whatasapp.com/,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
https://docs.google.com/presentation/d/e/2PACX-1vRMuyX3NjhxYLZC0j29AVNuWViDJb5C6WbrOWI23iDxbY_3gp_kdYQWttqpQFdoWKpzAIWyNLh9MIhn/pub?start=false&amp;loop=false&amp;delayms=3000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://docs.google.com/presentation/d/e/2PACX-1vTvrOvRAkgVPZc3j1sBU61ub-hA43KUVtQF3Uip6M_gfnLD2DKkyFy8LkPM7biytBlO0loxM9BhJ3v-/pub?start=false&amp;loop=false&amp;delayms=3000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://stormbreaker-blvckmvrketoffi.replit.app/c/6htcje/aHR0cHM6Ly93d3cucG9saXRpY28uY2QvcnVicmlxdWUvYWN0dWFsaXRlLw==,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
https://puny-notebook-hundreds.on-fleek.app/,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
https://pay-project.ru/cp/pa.php,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
https://bafybeigcsow5ko2q3fnnjqmwg5qav47sbhlpk6gnspco2moqqq3anrm7za.ipfs.dweb.link/,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
https://bafkreicl5qhcdom6wpnyftvx363vyi2m62l2pjaalfjt23mw6riqdpkmoi.ipfs.cf-ipfs.com/,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
https://bafkreiexukkzcxiyhv6l6ccg74thhn56rniinqfune24xsh2ko3fvgj7nu.ipfs.cf-ipfs.com/,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
https://bafybeih7mvphyli75ecprygmrhfvrv766izj5w23albquq2tovtwnhu3n4.ipfs.dweb.link/,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
https://aaw.pages.dev/,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1
https://docs.google.com/presentation/d/e/2PACX-1vTFVZZOCyzuV1afZpFepqevt77JbObzIQNluvUF9n2ZBg_MI-HBj8IkXu-zr6hWyt9zsHJL-0StseGS/pub?start=false&amp;loop=false&amp;delayms=3000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://docs.google.com/presentation/d/e/2PACX-1vStIv1uTypX6-AQfc4P-l5Yiiqc9O3VVM3u6lvFe84pMpGSQPjUhCv0uyhKZILgFf1WoYegShXMXkzF/pub?start=false&loop=false&delayms=3000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://docs.google.com/presentation/d/e/2PACX-1vRTpGSAZr654K9QJ7bIO5kqd0vQa0q42kPxlRBWaYbCvd2tM8wZ_Fxl5-ApLjcaCh86wzIOE-EomTaO/pub?start=false&loop=false&delayms=3000&slide=id.p%3E,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://docs.google.com/presentation/d/e/2PACX-1vRHRq118HjLOHTP3RMke8KUdUoHC9hKXg7njbRGLc8P9dek6hPSmhK155ExgaVKIARYCzrlCxJ98rdB/pub?start=false&loop=false&delayms=3000&slide=id.p%3E,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://profile-click-meta-a1.replit.app/next.html,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
https://docs.google.com/presentation/d/e/2PACX-1vQetgJtkPOW0sGOa7d2XW7c5KMojI1adTUjtH6FqqQz1FDUv_1KUDqlfqjFbhNWOJx2RpZ_pb318Ina/pub?start=false&loop=false&delayms=3000&slide=id.p%3E,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://xqq.bof.mybluehost.me/mphb%202/2023/web/login.php,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://nulmiborko.wixsite.com/my-site-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1
https://jordanmargaret.wixsite.com/my-site-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1
https://homewater101.weeblysite.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
http://velyapromo2024.ru/,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,1
https://sg-my-app.pages.dev/,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,1
https://fts.vhl.mybluehost.me/.well-known/acme-challenge/en/?lt_utm_source=lt_admin_share_link,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://bobawarrior.com/b2b/index.php,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://cloudflare-ipfs.com/ipfs/bafkreige6i3dotnxpq2gwh5aaygwnertr22ts32xklvcaoae4j4444c44i,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
https://uaii-pdf-dk6.pages.dev/,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,1
https://uaii-c78.pages.dev/,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,1
https://omit-blr.pages.dev/,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,1
https://mercurial-familiar-gallimimus.glitch.me/,0,0,0,1,0,0,0,1,0,0,0,0,-1,-1,1
https://homesbyarrow.pages.dev/,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1
https://discountelectricmotorsinc.pages.dev/,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,1
https://canerainc.pages.dev/,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1
https://canerainc-cgu.pages.dev/,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,1
https://surfco.pages.dev/,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1
https://caneraincfolder.pages.dev/,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1
https://farmantisk.com/link.php,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://farmantisk.com/login.php?access=,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://yourfingertips.com.au/-MLS-Listings-And-Referral-Form/attached/,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1
https://sonico-ne.com/Partyinvitation/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
https://cloudflare-ipfs.com/ipfs/QmaYaRtru2HtbHhUvZepcUGXtziidU5dmACCQ7rHY11x37,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
https://htgredfgjpikmnbvcxstyhjnbvcsdfghb.pages.dev/,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,1
https://yandesservermabagecloudsergeneratorjsjherjrsjgbvx.pages.dev/,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,1
https://semsegastrefutomehaser04.pages.dev/,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,1
https://ioprkldefnterodkljcjkdjtr4oytesjcknvf.pages.dev/,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,1
https://internationaldomaierepresentationmainserstexts2.pages.dev/,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,1
https://rnfru.pages.dev/,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1
https://determined-tidal-jersey.glitch.me/,0,0,0,1,0,0,0,1,0,0,0,0,-1,-1,1
https://otyoy.pages.dev/,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1
https://salmanjja.blogspot.com/,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1
https://squeaking-gpu-great.on-fleek.app/,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
https://everymotors.mn/cgi-sys/suspendedpage.cgi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://monetization-violation-page.github.io/policy-/,0,0,0,1,0,0,0,1,0,0,0,0,-1,-1,1
https://monetization-violation-page.github.io/apply/,0,0,0,1,0,0,0,1,0,0,0,0,-1,-1,1
https://contact-to-team-here.vercel.app/next.html,0,0,0,1,0,0,0,1,0,0,0,0,-1,-1,1
https://mpt.mtr.mybluehost.me/website_b07de016/sh/impo/11/,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://mpt.mtr.mybluehost.me/website_b07de016/sh/impo/11/856af797ecda592da907/,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://r.sib.planete-croisiere.com/tr/cl/He28vPx3z4qpNEzwJSvQs8Np6ANpUciDS1JGJ5BADSkeqidoVrDU-53XLq8gE9UneJT-26thRXhxZDdtrpC3IqI6MhudM01gyZNqK3cX_s-CZsBdDxIm5j1aVCg0TcGUY4XzA1s5RxKlSzAnbi5J9UcJv1WG0HSekdtmNO_lcty-suanDHH2yiqbUA_cdVLXofMDCFsyYCtbP1OmukmbHERUJiSmmsVvho_CCT4YQe_H8wL0DVQprol6DuhuGYjuneQ9VBNSgic56t_K4I1yu4JxK2V0LASG0Doz,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
https://snip.ly/wl4gxg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://www.bycsac.com/ch.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://mousas.com.br/pendiente/pendiente.php?email=%7B%7Bemail%7D%7D,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1
https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fsites.google.com%2Fxposehope.com%2Fofficedocs%2Fhome&followup=https%3A%2F%2Fsites.google.com%2Fxposehope.com%2Fofficedocs%2Fhome&ifkv=AaSxoQzMCsm0jVd8ZvQASQBIbr3SLdtgTVbd0XV7_sLNAo_ErGzfzJbr0MjBmfCARLfCJJ6P6ad8&osid=1&passive=1209600&flowName=WebLiteSignIn&flowEntry=ServiceLogin&dsh=S-1408286816%3A1716302344254563,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
https://issuu.com/adobeacrobatreader/docs/office_365_encrypted_message?fr=sMTBjMzczMzQ4MTc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://nedendilindev.com/login_up.php,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
http://nedendilindev.com/,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
https://www1.jplawfirm.org/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://filedoc-5k8.pages.dev/,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,1
https://pxs.vhl.mybluehost.me/MitID/DN/Login.php,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
https://necessarytopage.pages.dev/,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1
https://dc6338d6.necessarytopage.pages.dev/,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,1
https://2178afe3.pagestandards.pages.dev/,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,1
https://bafybeibtxo6bisbnz3fnp3tc5vzehc5xemhxu5kkwsas6nyrssywkzfxia.ipfs.cf-ipfs.com/,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
https://bafybeibwmsptlgsc5jlyuivzl5w577z6nclxn4yero6rgzmz3s45qhfxbi.ipfs.cf-ipfs.com/,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
https://bafybeifoj3puccvt7a6mo7ucdyx4sicmjtpx7jepwmlin2orn3bf2eqe64.ipfs.cf-ipfs.com/alldomain.html,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
https://sts.dvw.mybluehost.me/es/pago/,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://ndx.lbn.mybluehost.me/osm/,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://veiled-earthy-raja.glitch.me/mug.html,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,1
https://inexpensive-absorbed-stranger.glitch.me/jam.html,0,0,0,1,0,0,0,1,0,0,0,0,-1,-1,1
https://ipfs.io/ipfs/QmcDXHFpCsPWCwUz237YXvMD15ConrXUCeKkKJJWXCrnd5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
